"Status","Year","Disability","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Medicine","Highlands and Islands","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Highlands and Islands","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Inner London - East","G6/G7","45","40","69130","67000"
"In post","2022","Declared non-disabled","Medicine","Inner London - East","SCS level","45","40","95690","88580"
"In post","2022","Declared non-disabled","Medicine","Inner London - East","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Inner London - West","G6/G7","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Inner London - West","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Inner London - West","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Kent","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Kent","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Kent","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Lancashire","G6/G7","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Lancashire","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Lincolnshire","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Lincolnshire","EO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Lincolnshire","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Lincolnshire","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","North Yorkshire","AA/AO","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","North Yorkshire","EO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","North Yorkshire","G6/G7","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","North Yorkshire","SEO/HEO","30","30","38780","39030"
"In post","2022","Declared non-disabled","Medicine","Northern Ireland","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Northern Ireland","EO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Northern Ireland","G6/G7","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Northern Ireland","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Northumberland, and Tyne and Wear","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Outer London - East and North East","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Outer London - West and North West","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Outer London - West and North West","SCS level","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Outer London - West and North West","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Overseas","EO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Overseas","G6/G7","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Shropshire and Staffordshire","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Shropshire and Staffordshire","EO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Shropshire and Staffordshire","G6/G7","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Shropshire and Staffordshire","SEO/HEO","30","25","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Surrey, East and West Sussex","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Surrey, East and West Sussex","EO","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Surrey, East and West Sussex","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Surrey, East and West Sussex","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Unknown","SEO/HEO","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","West Central Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","West Midlands","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","West Midlands","SCS level","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","West Wales and The Valleys","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","West Wales and The Valleys","G6/G7","40","35","81240","86520"
"In post","2022","Declared non-disabled","Medicine","West Wales and The Valleys","SEO/HEO","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","West Yorkshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","West Yorkshire","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","West Yorkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Bedfordshire and Hertfordshire","AA/AO","610","565","25730","24250"
"In post","2022","Declared non-disabled","Operational Delivery","Bedfordshire and Hertfordshire","EO","865","795","28890","29290"
"In post","2022","Declared non-disabled","Operational Delivery","Bedfordshire and Hertfordshire","G6/G7","50","45","58830","53620"
"In post","2022","Declared non-disabled","Operational Delivery","Bedfordshire and Hertfordshire","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Bedfordshire and Hertfordshire","SEO/HEO","245","235","37810","36770"
"In post","2022","Declared non-disabled","Operational Delivery","Bedfordshire and Hertfordshire","Unknown","235","220","30470","30210"
"In post","2022","Declared non-disabled","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","1240","1160","25700","25000"
"In post","2022","Declared non-disabled","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","EO","925","865","29070","28530"
"In post","2022","Declared non-disabled","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","55","50","60930","54740"
"In post","2022","Declared non-disabled","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","340","320","37540","36440"
"In post","2022","Declared non-disabled","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Unknown","325","305","30670","28200"
"In post","2022","Declared non-disabled","Operational Delivery","Cheshire","AA/AO","700","635","23320","21300"
"In post","2022","Declared non-disabled","Operational Delivery","Cheshire","EO","510","475","29130","27570"
"In post","2022","Declared non-disabled","Operational Delivery","Cheshire","G6/G7","55","55","59250","56260"
"In post","2022","Declared non-disabled","Operational Delivery","Cheshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Cheshire","SEO/HEO","340","330","39590","38180"
"In post","2022","Declared non-disabled","Operational Delivery","Cheshire","Unknown","190","175","29730","28200"
"In post","2022","Declared non-disabled","Operational Delivery","Cornwall and Isles of Scilly","AA/AO","295","260","21220","21260"
"In post","2022","Declared non-disabled","Operational Delivery","Cornwall and Isles of Scilly","EO","320","285","27370","27570"
"In post","2022","Declared non-disabled","Operational Delivery","Cornwall and Isles of Scilly","G6/G7","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Cornwall and Isles of Scilly","SEO/HEO","80","75","35010","34290"
"In post","2022","Declared non-disabled","Operational Delivery","Cornwall and Isles of Scilly","Unknown","50","40","29500","25560"
"In post","2022","Declared non-disabled","Operational Delivery","Cumbria","AA/AO","700","625","21830","21300"
"In post","2022","Declared non-disabled","Operational Delivery","Cumbria","EO","360","320","26540","25900"
"In post","2022","Declared non-disabled","Operational Delivery","Cumbria","G6/G7","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Cumbria","SEO/HEO","145","135","33450","31440"
"In post","2022","Declared non-disabled","Operational Delivery","Cumbria","Unknown","115","105","30690","28880"
"In post","2022","Declared non-disabled","Operational Delivery","Derbyshire and Nottinghamshire","AA/AO","2095","1895","22810","21260"
"In post","2022","Declared non-disabled","Operational Delivery","Derbyshire and Nottinghamshire","EO","1670","1520","27280","27570"
"In post","2022","Declared non-disabled","Operational Delivery","Derbyshire and Nottinghamshire","G6/G7","170","165","57730","55210"
"In post","2022","Declared non-disabled","Operational Delivery","Derbyshire and Nottinghamshire","SCS level","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Derbyshire and Nottinghamshire","SEO/HEO","955","905","35990","33840"
"In post","2022","Declared non-disabled","Operational Delivery","Derbyshire and Nottinghamshire","Unknown","400","365","28930","28200"
"In post","2022","Declared non-disabled","Operational Delivery","Devon","AA/AO","1420","1230","22560","21260"
"In post","2022","Declared non-disabled","Operational Delivery","Devon","EO","1060","930","27330","27570"
"In post","2022","Declared non-disabled","Operational Delivery","Devon","G6/G7","115","110","54620","51480"
"In post","2022","Declared non-disabled","Operational Delivery","Devon","SCS level","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Devon","SEO/HEO","505","470","36570","35310"
"In post","2022","Declared non-disabled","Operational Delivery","Devon","Unknown","235","215","30170","28200"
"In post","2022","Declared non-disabled","Operational Delivery","Dorset and Somerset","AA/AO","630","575","24300","22600"
"In post","2022","Declared non-disabled","Operational Delivery","Dorset and Somerset","EO","645","575","27560","27570"
"In post","2022","Declared non-disabled","Operational Delivery","Dorset and Somerset","G6/G7","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Dorset and Somerset","SEO/HEO","250","235","36130","34290"
"In post","2022","Declared non-disabled","Operational Delivery","Dorset and Somerset","Unknown","225","200","28860","26030"
"In post","2022","Declared non-disabled","Operational Delivery","East Anglia","AA/AO","2440","2220","24090","21860"
"In post","2022","Declared non-disabled","Operational Delivery","East Anglia","EO","1490","1350","27840","27570"
"In post","2022","Declared non-disabled","Operational Delivery","East Anglia","G6/G7","110","105","57640","53360"
"In post","2022","Declared non-disabled","Operational Delivery","East Anglia","SCS level","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","East Anglia","SEO/HEO","615","580","36630","34670"
"In post","2022","Declared non-disabled","Operational Delivery","East Anglia","Unknown","540","500","28790","26320"
"In post","2022","Declared non-disabled","Operational Delivery","East Wales","AA/AO","2485","2240","22350","21260"
"In post","2022","Declared non-disabled","Operational Delivery","East Wales","EO","1905","1765","26910","27350"
"In post","2022","Declared non-disabled","Operational Delivery","East Wales","G6/G7","355","350","57600","55210"
"In post","2022","Declared non-disabled","Operational Delivery","East Wales","SCS level","65","65","85810","78460"
"In post","2022","Declared non-disabled","Operational Delivery","East Wales","SEO/HEO","1385","1320","36070","34290"
"In post","2022","Declared non-disabled","Operational Delivery","East Wales","Unknown","395","375","29970","28200"
"In post","2022","Declared non-disabled","Operational Delivery","East Yorkshire and Northern Lincolnshire","AA/AO","1335","1200","24090","22600"
"In post","2022","Declared non-disabled","Operational Delivery","East Yorkshire and Northern Lincolnshire","EO","795","715","28000","27570"
"In post","2022","Declared non-disabled","Operational Delivery","East Yorkshire and Northern Lincolnshire","G6/G7","30","25","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","East Yorkshire and Northern Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","East Yorkshire and Northern Lincolnshire","SEO/HEO","320","295","37310","34290"
"In post","2022","Declared non-disabled","Operational Delivery","East Yorkshire and Northern Lincolnshire","Unknown","260","240","30370","28200"
"In post","2022","Declared non-disabled","Operational Delivery","Eastern Scotland","AA/AO","1720","1555","21780","21260"
"In post","2022","Declared non-disabled","Operational Delivery","Eastern Scotland","EO","1370","1255","27700","27570"
"In post","2022","Declared non-disabled","Operational Delivery","Eastern Scotland","G6/G7","95","95","58780","56120"
"In post","2022","Declared non-disabled","Operational Delivery","Eastern Scotland","SCS level","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Eastern Scotland","SEO/HEO","595","570","35880","34600"
"In post","2022","Declared non-disabled","Operational Delivery","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Essex","AA/AO","760","685","24050","24250"
"In post","2022","Declared non-disabled","Operational Delivery","Essex","EO","1205","1095","28660","29290"
"In post","2022","Declared non-disabled","Operational Delivery","Essex","G6/G7","50","50","60970","55210"
"In post","2022","Declared non-disabled","Operational Delivery","Essex","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Essex","SEO/HEO","370","355","36040","35120"
"In post","2022","Declared non-disabled","Operational Delivery","Essex","Unknown","265","245","30300","26310"
"In post","2022","Declared non-disabled","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","1445","1310","22750","21300"
"In post","2022","Declared non-disabled","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","EO","1535","1390","27430","27570"
"In post","2022","Declared non-disabled","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","255","245","57700","55210"
"In post","2022","Declared non-disabled","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","875","810","35840","34210"
"In post","2022","Declared non-disabled","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","630","580","31020","29790"
"In post","2022","Declared non-disabled","Operational Delivery","Greater Manchester","AA/AO","2800","2515","21760","21260"
"In post","2022","Declared non-disabled","Operational Delivery","Greater Manchester","EO","2640","2465","27030","27570"
"In post","2022","Declared non-disabled","Operational Delivery","Greater Manchester","G6/G7","240","235","56050","54160"
"In post","2022","Declared non-disabled","Operational Delivery","Greater Manchester","SCS level","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Greater Manchester","SEO/HEO","1315","1265","34890","33370"
"In post","2022","Declared non-disabled","Operational Delivery","Greater Manchester","Unknown","725","685","29990","28200"
"In post","2022","Declared non-disabled","Operational Delivery","Hampshire and Isle of Wight","AA/AO","1420","1155","22610","21260"
"In post","2022","Declared non-disabled","Operational Delivery","Hampshire and Isle of Wight","EO","1225","1125","27210","27570"
"In post","2022","Declared non-disabled","Operational Delivery","Hampshire and Isle of Wight","G6/G7","155","150","56010","53020"
"In post","2022","Declared non-disabled","Operational Delivery","Hampshire and Isle of Wight","SCS level","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Hampshire and Isle of Wight","SEO/HEO","560","535","36200","33950"
"In post","2022","Declared non-disabled","Operational Delivery","Hampshire and Isle of Wight","Unknown","285","260","29710","28200"
"In post","2022","Declared non-disabled","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","AA/AO","810","760","23310","21680"
"In post","2022","Declared non-disabled","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","EO","595","550","27600","27570"
"In post","2022","Declared non-disabled","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","G6/G7","35","30","59620","57110"
"In post","2022","Declared non-disabled","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","240","230","36290","35900"
"In post","2022","Declared non-disabled","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Unknown","270","245","30340","28200"
"In post","2022","Declared non-disabled","Operational Delivery","Highlands and Islands","AA/AO","105","90","22770","22410"
"In post","2022","Declared non-disabled","Operational Delivery","Highlands and Islands","EO","200","185","27840","27570"
"In post","2022","Declared non-disabled","Operational Delivery","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Highlands and Islands","SEO/HEO","65","65","36050","35380"
"In post","2022","Declared non-disabled","Operational Delivery","Inner London - East","AA/AO","1255","1155","26480","25110"
"In post","2022","Declared non-disabled","Operational Delivery","Inner London - East","EO","1980","1865","31060","31060"
"In post","2022","Declared non-disabled","Operational Delivery","Inner London - East","G6/G7","370","360","61910","61980"
"In post","2022","Declared non-disabled","Operational Delivery","Inner London - East","SCS level","50","45","93690","89450"
"In post","2022","Declared non-disabled","Operational Delivery","Inner London - East","SEO/HEO","1050","1020","40600","40070"
"In post","2022","Declared non-disabled","Operational Delivery","Inner London - East","Unknown","630","610","35930","34100"
"In post","2022","Declared non-disabled","Operational Delivery","Inner London - West","AA/AO","1630","1530","26400","24310"
"In post","2022","Declared non-disabled","Operational Delivery","Inner London - West","EO","1580","1515","29800","29490"
"In post","2022","Declared non-disabled","Operational Delivery","Inner London - West","G6/G7","865","845","60430","57620"
"In post","2022","Declared non-disabled","Operational Delivery","Inner London - West","SCS level","180","180","93080","84620"
"In post","2022","Declared non-disabled","Operational Delivery","Inner London - West","SEO/HEO","1675","1635","39180","38860"
"In post","2022","Declared non-disabled","Operational Delivery","Inner London - West","Unknown","150","150","36660","35310"
"In post","2022","Declared non-disabled","Operational Delivery","Kent","AA/AO","1590","1495","25760","24560"
"In post","2022","Declared non-disabled","Operational Delivery","Kent","EO","2065","1900","28130","27370"
"In post","2022","Declared non-disabled","Operational Delivery","Kent","G6/G7","70","70","60970","57580"
"In post","2022","Declared non-disabled","Operational Delivery","Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Kent","SEO/HEO","650","620","36640","35630"
"In post","2022","Declared non-disabled","Operational Delivery","Kent","Unknown","255","230","30690","29170"
"In post","2022","Declared non-disabled","Operational Delivery","Lancashire","AA/AO","3490","3105","22280","21260"
"In post","2022","Declared non-disabled","Operational Delivery","Lancashire","EO","2515","2285","27650","27570"
"In post","2022","Declared non-disabled","Operational Delivery","Lancashire","G6/G7","100","95","58190","55210"
"In post","2022","Declared non-disabled","Operational Delivery","Lancashire","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Lancashire","SEO/HEO","725","675","36300","33840"
"In post","2022","Declared non-disabled","Operational Delivery","Lancashire","Unknown","410","385","30140","28200"
"In post","2022","Declared non-disabled","Operational Delivery","Leicestershire, Rutland and Northamptonshire","AA/AO","1535","1385","22780","21260"
"In post","2022","Declared non-disabled","Operational Delivery","Leicestershire, Rutland and Northamptonshire","EO","1060","975","27600","27570"
"In post","2022","Declared non-disabled","Operational Delivery","Leicestershire, Rutland and Northamptonshire","G6/G7","40","40","61070","55740"
"In post","2022","Declared non-disabled","Operational Delivery","Leicestershire, Rutland and Northamptonshire","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Leicestershire, Rutland and Northamptonshire","SEO/HEO","385","360","36980","35570"
"In post","2022","Declared non-disabled","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Unknown","355","335","29850","28200"
"In post","2022","Declared non-disabled","Operational Delivery","Lincolnshire","AA/AO","510","470","23820","23140"
"In post","2022","Declared non-disabled","Operational Delivery","Lincolnshire","EO","335","310","27740","27570"
"In post","2022","Declared non-disabled","Operational Delivery","Lincolnshire","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Lincolnshire","SEO/HEO","130","125","37690","36080"
"In post","2022","Declared non-disabled","Operational Delivery","Lincolnshire","Unknown","130","120","30010","27260"
"In post","2022","Declared non-disabled","Operational Delivery","Merseyside","AA/AO","3865","3400","21550","21490"
"In post","2022","Declared non-disabled","Operational Delivery","Merseyside","EO","3705","3385","26430","26780"
"In post","2022","Declared non-disabled","Operational Delivery","Merseyside","G6/G7","270","265","57670","54160"
"In post","2022","Declared non-disabled","Operational Delivery","Merseyside","SCS level","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Merseyside","SEO/HEO","1675","1595","34900","33370"
"In post","2022","Declared non-disabled","Operational Delivery","Merseyside","Unknown","415","390","29740","28200"
"In post","2022","Declared non-disabled","Operational Delivery","North Eastern Scotland","AA/AO","115","105","22210","21260"
"In post","2022","Declared non-disabled","Operational Delivery","North Eastern Scotland","EO","190","170","27420","27570"
"In post","2022","Declared non-disabled","Operational Delivery","North Eastern Scotland","G6/G7","35","30","76610","71640"
"In post","2022","Declared non-disabled","Operational Delivery","North Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","North Eastern Scotland","SEO/HEO","175","170","59960","57040"
"In post","2022","Declared non-disabled","Operational Delivery","North Yorkshire","AA/AO","265","235","22110","21300"
"In post","2022","Declared non-disabled","Operational Delivery","North Yorkshire","EO","295","270","26890","27570"
"In post","2022","Declared non-disabled","Operational Delivery","North Yorkshire","G6/G7","50","50","55030","53020"
"In post","2022","Declared non-disabled","Operational Delivery","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","North Yorkshire","SEO/HEO","160","155","35450","34590"
"In post","2022","Declared non-disabled","Operational Delivery","North Yorkshire","Unknown","155","145","30270","28200"
"In post","2022","Declared non-disabled","Operational Delivery","Northern Ireland","AA/AO","345","300","21580","21680"
"In post","2022","Declared non-disabled","Operational Delivery","Northern Ireland","EO","360","335","26650","26590"
"In post","2022","Declared non-disabled","Operational Delivery","Northern Ireland","G6/G7","35","30","57460","55210"
"In post","2022","Declared non-disabled","Operational Delivery","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Northern Ireland","SEO/HEO","250","245","35500","33370"
"In post","2022","Declared non-disabled","Operational Delivery","Northumberland, and Tyne and Wear","AA/AO","4455","3730","21360","21260"
"In post","2022","Declared non-disabled","Operational Delivery","Northumberland, and Tyne and Wear","EO","2540","2285","26990","27570"
"In post","2022","Declared non-disabled","Operational Delivery","Northumberland, and Tyne and Wear","G6/G7","200","200","54770","55210"
"In post","2022","Declared non-disabled","Operational Delivery","Northumberland, and Tyne and Wear","SCS level","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Northumberland, and Tyne and Wear","SEO/HEO","1265","1205","34990","33370"
"In post","2022","Declared non-disabled","Operational Delivery","Northumberland, and Tyne and Wear","Unknown","360","340","29530","28200"
"In post","2022","Declared non-disabled","Operational Delivery","Outer London - East and North East","AA/AO","670","625","27640","25110"
"In post","2022","Declared non-disabled","Operational Delivery","Outer London - East and North East","EO","1015","940","31330","31060"
"In post","2022","Declared non-disabled","Operational Delivery","Outer London - East and North East","G6/G7","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Outer London - East and North East","SEO/HEO","185","180","40370","39600"
"In post","2022","Declared non-disabled","Operational Delivery","Outer London - East and North East","Unknown","230","220","33910","34100"
"In post","2022","Declared non-disabled","Operational Delivery","Outer London - South","AA/AO","1060","950","24860","25630"
"In post","2022","Declared non-disabled","Operational Delivery","Outer London - South","EO","1555","1455","29950","29370"
"In post","2022","Declared non-disabled","Operational Delivery","Outer London - South","G6/G7","245","235","63720","62110"
