"Status","Year","Age","Disability","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Department for Work and Pensions (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Government Legal Department","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Prison and Probation Service","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Revenue and Customs (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Home Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Home Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Met Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of the Public Guardian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Social Security Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","UK Health Security Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Welsh Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Animal and Plant Health Agency","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Cabinet Office (excl. agencies)","London","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Office and Procurator Fiscal Service","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Prosecution Service","London","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Prosecution Service","Outside London","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Defence Electronics and Components Agency","Outside London","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Defence Equipment and Support","Outside London","50","50","19330","19460"
"In post","2022","16-19","Declared non-disabled","Defence Science and Technology Laboratory","Outside London","20","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Work and Pensions (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Outside London","115","115","22810","21260"
"In post","2022","16-19","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Driver and Vehicle Licensing Agency","Outside London","30","25","19250","18310"
"In post","2022","16-19","Declared non-disabled","Driver and Vehicle Standards Agency","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","FCDO Services","Outside London","20","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Government Legal Department","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Courts and Tribunals Service","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Land Registry","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Prison and Probation Service","Outside London","85","85","23360","23140"
"In post","2022","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Outside London","85","80","21890","21250"
"In post","2022","16-19","Declared non-disabled","HM Treasury (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Home Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Home Office","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Met Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Office of the Public Guardian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Rural Payments Agency","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scottish Courts and Tribunals Service","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scottish Government (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Social Security Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Submarine Delivery Agency","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","UK Health Security Agency","London","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","UK Health Security Agency","Outside London","10","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","UK Statistics Authority","Outside London","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Valuation Office Agency","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Welsh Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Prison and Probation Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Social Security Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Cabinet Office (excl. agencies)","London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Crown Prosecution Service","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Defence Equipment and Support","Outside London","45","45","17720","17140"
"In post","2022","16-19","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Education (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Transport (excl. agencies)","London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Driver and Vehicle Licensing Agency","Outside London","40","35","19090","18310"
"In post","2022","16-19","Unknown","Driver and Vehicle Standards Agency","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Courts and Tribunals Service","London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","HM Courts and Tribunals Service","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Prison and Probation Service","London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","HM Prison and Probation Service","Outside London","65","65","22430","22470"
"In post","2022","16-19","Unknown","HM Revenue and Customs (excl. agencies)","London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","100","95","21460","21250"
"In post","2022","16-19","Unknown","Home Office","London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","Outside London","40","35","22790","21680"
"In post","2022","16-19","Unknown","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office of the Public Guardian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Royal Fleet Auxiliary","Unknown","35","35","17940","16450"
"In post","2022","16-19","Unknown","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Government (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Prison Service","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Social Security Scotland","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Submarine Delivery Agency","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","UK Health Security Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","UK Statistics Authority","Outside London","10","5","[c]","[c]"
"In post","2022","16-19","Unknown","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Valuation Office Agency","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Welsh Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
