"Status","Year","Age","Organisation","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Animal and Plant Health Agency","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Animal and Plant Health Agency","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Animal and Plant Health Agency","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Animal and Plant Health Agency","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Animal and Plant Health Agency","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Animal and Plant Health Agency","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Animal and Plant Health Agency","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Animal and Plant Health Agency","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office (excl. agencies)","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office (excl. agencies)","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office (excl. agencies)","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office (excl. agencies)","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office (excl. agencies)","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office (excl. agencies)","Inner London - West","Male","5","5","[c]","[c]"
"In post","2022","16-19","Cabinet Office (excl. agencies)","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office (excl. agencies)","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office (excl. agencies)","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office (excl. agencies)","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office (excl. agencies)","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office (excl. agencies)","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Charity Commission","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Charity Commission","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Companies House","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Companies House","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Competition and Markets Authority","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Competition and Markets Authority","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Criminal Injuries Compensation Authority","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Criminal Injuries Compensation Authority","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Crown Commercial Service","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Crown Commercial Service","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Crown Commercial Service","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Crown Commercial Service","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Crown Office and Procurator Fiscal Service","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
