"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","AA/AO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","AA/AO","Unknown","10","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","EO","Heterosexual / straight","180","170","25080","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","EO","LGBO","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","EO","Unknown","70","70","24440","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","G6/G7","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","SEO/HEO","Heterosexual / straight","380","350","35030","34500"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","SEO/HEO","Undeclared","70","65","35210","34500"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","SEO/HEO","Unknown","35","30","32450","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","AA/AO","Heterosexual / straight","480","445","21660","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","AA/AO","LGBO","45","45","21630","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","AA/AO","Undeclared","65","60","21480","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","AA/AO","Unknown","80","70","21850","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","EO","Heterosexual / straight","475","455","26130","25100"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","EO","LGBO","40","40","25990","25150"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","EO","Undeclared","60","55","26170","25520"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","EO","Unknown","70","65","26170","25980"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","G6/G7","Heterosexual / straight","55","55","52750","50610"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","SEO/HEO","Heterosexual / straight","385","370","33300","32160"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","SEO/HEO","LGBO","30","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","SEO/HEO","Undeclared","70","70","33680","32560"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","SEO/HEO","Unknown","35","30","34600","35900"
"In post","2022","Animal and Plant Health Agency","Other","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","AA/AO","Heterosexual / straight","115","110","23480","24370"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","AA/AO","Unknown","30","30","23820","24370"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","EO","Heterosexual / straight","115","110","27580","27960"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","G6/G7","Heterosexual / straight","40","40","56290","54070"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","SEO/HEO","Heterosexual / straight","135","130","35630","33790"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","SEO/HEO","Undeclared","30","30","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","SEO/HEO","Unknown","15","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","G6/G7","Heterosexual / straight","65","60","53580","54320"
"In post","2022","Animal and Plant Health Agency","Veterinarian","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","SEO/HEO","Heterosexual / straight","145","135","39600","37480"
"In post","2022","Animal and Plant Health Agency","Veterinarian","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","SEO/HEO","Undeclared","35","30","41710","37530"
"In post","2022","Animal and Plant Health Agency","Veterinarian","SEO/HEO","Unknown","40","35","40450","37910"
"In post","2022","Attorney General's Office","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Digital, Data and Technology","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Digital, Data and Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
