"Status","Year","Parent_department","Profession_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Corporate Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","London","EO","40","40","27250","26260"
"In post","2022","Attorney General's Departments","Counter Fraud","London","G6/G7","80","75","65280","66200"
"In post","2022","Attorney General's Departments","Counter Fraud","London","SCS level","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","London","SEO/HEO","115","115","38030","40000"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","London","AA/AO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","London","EO","15","15","29400","28980"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","London","G6/G7","20","20","61060","57620"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","London","SEO/HEO","40","40","39310","40170"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","EO","15","10","26030","25920"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","G6/G7","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","SEO/HEO","25","25","35320","33310"
"In post","2022","Attorney General's Departments","Finance","East Midlands (England)","AA/AO","20","15","22200","22200"
"In post","2022","Attorney General's Departments","Finance","East Midlands (England)","EO","10","10","25890","25480"
"In post","2022","Attorney General's Departments","Finance","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","East of England","AA/AO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","East of England","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","London","AA/AO","10","10","23750","23770"
"In post","2022","Attorney General's Departments","Finance","London","EO","20","15","27570","27160"
"In post","2022","Attorney General's Departments","Finance","London","G6/G7","20","15","61270","59490"
"In post","2022","Attorney General's Departments","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","London","SEO/HEO","30","30","34930","32570"
"In post","2022","Attorney General's Departments","Finance","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","North West (England)","AA/AO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","West Midlands (England)","AA/AO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Yorkshire and The Humber","AA/AO","20","15","22020","22200"
"In post","2022","Attorney General's Departments","Finance","Yorkshire and The Humber","EO","15","15","26080","25920"
"In post","2022","Attorney General's Departments","Finance","Yorkshire and The Humber","G6/G7","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Yorkshire and The Humber","SEO/HEO","10","10","33630","32210"
"In post","2022","Attorney General's Departments","Human Resources","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","London","AA/AO","20","20","23380","23770"
"In post","2022","Attorney General's Departments","Human Resources","London","EO","25","25","27450","26970"
"In post","2022","Attorney General's Departments","Human Resources","London","G6/G7","35","35","58860","54760"
"In post","2022","Attorney General's Departments","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","London","SEO/HEO","50","45","34980","33930"
"In post","2022","Attorney General's Departments","Human Resources","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","North West (England)","AA/AO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","North West (England)","EO","15","15","25930","25480"
"In post","2022","Attorney General's Departments","Human Resources","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","North West (England)","SEO/HEO","20","20","32690","30610"
"In post","2022","Attorney General's Departments","Human Resources","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","West Midlands (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Yorkshire and The Humber","AA/AO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Yorkshire and The Humber","G6/G7","10","10","56140","51660"
"In post","2022","Attorney General's Departments","Human Resources","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Yorkshire and The Humber","SEO/HEO","15","15","33550","33310"
"In post","2022","Attorney General's Departments","Intelligence Analysis","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Intelligence Analysis","London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","London","EO","10","10","27920","27760"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","London","G6/G7","10","10","60640","54760"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","North West (England)","EO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","G6/G7","210","190","53210","51940"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","SEO/HEO","25","25","36740","38000"
"In post","2022","Attorney General's Departments","Legal","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East of England","EO","10","10","27280","26970"
"In post","2022","Attorney General's Departments","Legal","East of England","G6/G7","200","180","58620","58970"
"In post","2022","Attorney General's Departments","Legal","East of England","SCS level","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East of England","SEO/HEO","40","35","38420","40000"
"In post","2022","Attorney General's Departments","Legal","London","EO","105","105","30460","29280"
"In post","2022","Attorney General's Departments","Legal","London","G6/G7","2325","2150","60000","61000"
"In post","2022","Attorney General's Departments","Legal","London","SCS level","220","205","85020","80040"
"In post","2022","Attorney General's Departments","Legal","London","SEO/HEO","130","125","42030","43920"
"In post","2022","Attorney General's Departments","Legal","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","North East (England)","G6/G7","140","130","54590","55610"
"In post","2022","Attorney General's Departments","Legal","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","North East (England)","SEO/HEO","15","15","35900","36130"
"In post","2022","Attorney General's Departments","Legal","North West (England)","EO","20","20","26370","25700"
"In post","2022","Attorney General's Departments","Legal","North West (England)","G6/G7","400","375","55200","55610"
"In post","2022","Attorney General's Departments","Legal","North West (England)","SCS level","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","North West (England)","SEO/HEO","45","40","36760","38000"
"In post","2022","Attorney General's Departments","Legal","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South East (England)","EO","20","20","26940","26970"
"In post","2022","Attorney General's Departments","Legal","South East (England)","G6/G7","305","280","59880","61290"
"In post","2022","Attorney General's Departments","Legal","South East (England)","SCS level","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South East (England)","SEO/HEO","35","35","39040","40000"
"In post","2022","Attorney General's Departments","Legal","South West (England)","EO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South West (England)","G6/G7","175","160","54650","55610"
"In post","2022","Attorney General's Departments","Legal","South West (England)","SCS level","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South West (England)","SEO/HEO","20","20","36130","34480"
"In post","2022","Attorney General's Departments","Legal","Wales","EO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Wales","G6/G7","175","160","54660","55610"
"In post","2022","Attorney General's Departments","Legal","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Wales","SEO/HEO","20","20","37120","38000"
"In post","2022","Attorney General's Departments","Legal","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","West Midlands (England)","EO","10","10","25620","25480"
"In post","2022","Attorney General's Departments","Legal","West Midlands (England)","G6/G7","270","255","54940","55610"
"In post","2022","Attorney General's Departments","Legal","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","West Midlands (England)","SEO/HEO","25","25","37130","38000"
"In post","2022","Attorney General's Departments","Legal","Yorkshire and The Humber","EO","15","15","27260","25480"
"In post","2022","Attorney General's Departments","Legal","Yorkshire and The Humber","G6/G7","350","320","55690","55610"
"In post","2022","Attorney General's Departments","Legal","Yorkshire and The Humber","SCS level","15","15","88580","88210"
"In post","2022","Attorney General's Departments","Legal","Yorkshire and The Humber","SEO/HEO","45","45","37990","38000"
"In post","2022","Attorney General's Departments","Operational Delivery","East Midlands (England)","AA/AO","90","80","21840","22200"
"In post","2022","Attorney General's Departments","Operational Delivery","East Midlands (England)","EO","75","70","26970","26220"
"In post","2022","Attorney General's Departments","Operational Delivery","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","East Midlands (England)","SEO/HEO","20","20","34050","32680"
"In post","2022","Attorney General's Departments","Operational Delivery","East of England","AA/AO","105","95","23020","23770"
"In post","2022","Attorney General's Departments","Operational Delivery","East of England","EO","95","85","28290","28430"
"In post","2022","Attorney General's Departments","Operational Delivery","East of England","G6/G7","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","East of England","SEO/HEO","15","15","36830","35020"
"In post","2022","Attorney General's Departments","Operational Delivery","London","AA/AO","330","310","23440","23770"
"In post","2022","Attorney General's Departments","Operational Delivery","London","EO","300","280","28910","30110"
"In post","2022","Attorney General's Departments","Operational Delivery","London","G6/G7","15","15","64090","66650"
"In post","2022","Attorney General's Departments","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","London","SEO/HEO","95","90","35100","33930"
"In post","2022","Attorney General's Departments","Operational Delivery","North East (England)","AA/AO","85","70","22300","22200"
"In post","2022","Attorney General's Departments","Operational Delivery","North East (England)","EO","60","55","27200","28150"
"In post","2022","Attorney General's Departments","Operational Delivery","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","North East (England)","SEO/HEO","15","15","34000","32440"
"In post","2022","Attorney General's Departments","Operational Delivery","North West (England)","AA/AO","205","185","22120","22200"
"In post","2022","Attorney General's Departments","Operational Delivery","North West (England)","EO","175","160","27550","28430"
"In post","2022","Attorney General's Departments","Operational Delivery","North West (England)","G6/G7","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","North West (England)","SEO/HEO","50","50","34250","32480"
"In post","2022","Attorney General's Departments","Operational Delivery","South East (England)","AA/AO","155","145","23610","23770"
"In post","2022","Attorney General's Departments","Operational Delivery","South East (England)","EO","130","125","28530","28080"
"In post","2022","Attorney General's Departments","Operational Delivery","South East (England)","G6/G7","10","10","61510","55870"
"In post","2022","Attorney General's Departments","Operational Delivery","South East (England)","SEO/HEO","30","30","36730","35020"
"In post","2022","Attorney General's Departments","Operational Delivery","South West (England)","AA/AO","55","50","22240","22200"
"In post","2022","Attorney General's Departments","Operational Delivery","South West (England)","EO","50","45","27050","27350"
"In post","2022","Attorney General's Departments","Operational Delivery","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","South West (England)","SEO/HEO","15","15","34710","33310"
"In post","2022","Attorney General's Departments","Operational Delivery","Wales","AA/AO","70","65","21950","22200"
"In post","2022","Attorney General's Departments","Operational Delivery","Wales","EO","60","60","27110","27210"
"In post","2022","Attorney General's Departments","Operational Delivery","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","Wales","SEO/HEO","20","20","34520","33310"
"In post","2022","Attorney General's Departments","Operational Delivery","West Midlands (England)","AA/AO","110","100","22290","22200"
"In post","2022","Attorney General's Departments","Operational Delivery","West Midlands (England)","EO","100","95","27210","28430"
"In post","2022","Attorney General's Departments","Operational Delivery","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","West Midlands (England)","SEO/HEO","25","25","33330","32050"
"In post","2022","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","AA/AO","145","130","22140","22200"
"In post","2022","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","EO","115","100","27280","28430"
"In post","2022","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","G6/G7","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","SEO/HEO","30","30","34190","33310"
"In post","2022","Attorney General's Departments","Other","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","London","AA/AO","45","40","24010","24050"
"In post","2022","Attorney General's Departments","Other","London","EO","230","220","27510","26950"
"In post","2022","Attorney General's Departments","Other","London","G6/G7","55","50","57410","53360"
"In post","2022","Attorney General's Departments","Other","London","SCS level","10","10","104380","93000"
"In post","2022","Attorney General's Departments","Other","London","SEO/HEO","115","115","33720","31560"
"In post","2022","Attorney General's Departments","Other","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","South West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","Yorkshire and The Humber","EO","10","10","26620","26880"
"In post","2022","Attorney General's Departments","Other","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","Yorkshire and The Humber","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","London","AA/AO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","London","EO","10","10","28230","27710"
"In post","2022","Attorney General's Departments","Policy","London","G6/G7","55","50","60590","58000"
"In post","2022","Attorney General's Departments","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","London","SEO/HEO","15","15","39030","38410"
"In post","2022","Attorney General's Departments","Policy","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","Yorkshire and The Humber","G6/G7","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","London","EO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","London","G6/G7","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","London","SEO/HEO","20","20","36390","34470"
"In post","2022","Attorney General's Departments","Project Delivery","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","North West (England)","G6/G7","5","5","[c]","[c]"
