"Status","Year","Age","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Counter Fraud","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Economics","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Economics","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Economics","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","16-19","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Economics","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","AO","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Finance","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","16-19","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Internal Audit","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Internal Audit","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","International Trade","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Knowledge and Information Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","AA","Heterosexual / straight","60","50","19600","19100"
"In post","2022","16-19","Operational Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","AA","Undeclared","10","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","AA","Unknown","70","65","19730","19020"
"In post","2022","16-19","Operational Delivery","AO","Heterosexual / straight","250","240","21990","21260"
"In post","2022","16-19","Operational Delivery","AO","LGBO","30","25","[c]","[c]"
"In post","2022","16-19","Operational Delivery","AO","Undeclared","10","10","[c]","[c]"
"In post","2022","16-19","Operational Delivery","AO","Unknown","170","160","22200","21640"
"In post","2022","16-19","Operational Delivery","EO","Heterosexual / straight","40","40","26900","27570"
"In post","2022","16-19","Operational Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","EO","Unknown","20","20","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","AO","Heterosexual / straight","30","30","21880","21260"
"In post","2022","16-19","Other","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","AO","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Other","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","16-19","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","EO","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Policy","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Policy","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","16-19","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","EO","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Policy","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","EO","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Property","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Science and Engineering","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","AA","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Science and Engineering","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","AO","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Science and Engineering","EO","Heterosexual / straight","30","30","19180","18030"
"In post","2022","16-19","Science and Engineering","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","EO","Unknown","30","30","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Security","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","AO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","16-19","Tax","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","AO","Unknown","35","30","21250","21250"
"In post","2022","16-19","Tax","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","AA","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","AA","Unknown","20","15","[c]","[c]"
"In post","2022","16-19","Unknown","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","AO","Unknown","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","EO","Unknown","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Veterinarian","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Veterinarian","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","AA","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","AO","Heterosexual / straight","30","30","21810","21260"
"In post","2022","20-29","Commercial","AO","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","AO","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Commercial","EO","Heterosexual / straight","200","200","25310","26010"
"In post","2022","20-29","Commercial","EO","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Commercial","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Commercial","EO","Unknown","70","70","26180","26540"
"In post","2022","20-29","Commercial","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","G7","Heterosexual / straight","35","35","52790","53360"
"In post","2022","20-29","Commercial","G7","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","G7","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Commercial","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","HEO","Heterosexual / straight","255","255","31600","31830"
"In post","2022","20-29","Commercial","HEO","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Commercial","HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Commercial","HEO","Unknown","60","60","31760","31580"
"In post","2022","20-29","Commercial","SEO","Heterosexual / straight","125","125","39600","40050"
"In post","2022","20-29","Commercial","SEO","LGBO","25","25","[c]","[c]"
"In post","2022","20-29","Commercial","SEO","Undeclared","35","35","39280","40650"
"In post","2022","20-29","Commercial","SEO","Unknown","45","45","39190","38980"
"In post","2022","20-29","Commercial","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","20-29","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","AO","Heterosexual / straight","35","35","22680","21840"
"In post","2022","20-29","Communications","AO","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Communications","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Communications","AO","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Communications","EO","Heterosexual / straight","115","115","27310","27140"
"In post","2022","20-29","Communications","EO","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Communications","EO","Undeclared","40","40","27350","27270"
"In post","2022","20-29","Communications","EO","Unknown","35","35","27510","28310"
"In post","2022","20-29","Communications","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","G7","Heterosexual / straight","45","45","53860","53360"
"In post","2022","20-29","Communications","G7","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Communications","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Communications","G7","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Communications","HEO","Heterosexual / straight","210","210","34180","33210"
"In post","2022","20-29","Communications","HEO","LGBO","35","35","33830","33210"
"In post","2022","20-29","Communications","HEO","Undeclared","30","30","[c]","[c]"
"In post","2022","20-29","Communications","HEO","Unknown","85","85","34390","34260"
"In post","2022","20-29","Communications","SEO","Heterosexual / straight","95","95","41250","40650"
"In post","2022","20-29","Communications","SEO","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Communications","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Communications","SEO","Unknown","45","45","42190","42470"
"In post","2022","20-29","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","AO","Heterosexual / straight","155","155","22850","21260"
"In post","2022","20-29","Counter Fraud","AO","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Counter Fraud","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","AO","Unknown","20","15","[c]","[c]"
"In post","2022","20-29","Counter Fraud","EO","Heterosexual / straight","275","275","27820","27570"
"In post","2022","20-29","Counter Fraud","EO","LGBO","30","30","28130","27570"
"In post","2022","20-29","Counter Fraud","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Counter Fraud","EO","Unknown","40","40","27700","27570"
"In post","2022","20-29","Counter Fraud","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","HEO","Heterosexual / straight","50","50","32730","31990"
"In post","2022","20-29","Counter Fraud","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","HEO","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Counter Fraud","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Counter Fraud","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","AA","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","AA","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","AA","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","AO","Heterosexual / straight","80","80","22150","21280"
"In post","2022","20-29","Digital, Data and Technology","AO","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","AO","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","AO","Unknown","35","35","21880","21260"
"In post","2022","20-29","Digital, Data and Technology","EO","Heterosexual / straight","510","505","27050","26670"
"In post","2022","20-29","Digital, Data and Technology","EO","LGBO","65","65","26870","26590"
"In post","2022","20-29","Digital, Data and Technology","EO","Undeclared","60","60","26930","26820"
"In post","2022","20-29","Digital, Data and Technology","EO","Unknown","275","270","27330","26820"
"In post","2022","20-29","Digital, Data and Technology","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","G6","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","G7","Heterosexual / straight","135","135","54080","53400"
"In post","2022","20-29","Digital, Data and Technology","G7","LGBO","25","25","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","G7","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","G7","Unknown","50","50","52540","52420"
"In post","2022","20-29","Digital, Data and Technology","HEO","Heterosexual / straight","540","540","32990","33080"
"In post","2022","20-29","Digital, Data and Technology","HEO","LGBO","85","80","32350","32790"
"In post","2022","20-29","Digital, Data and Technology","HEO","Undeclared","75","75","32830","32790"
"In post","2022","20-29","Digital, Data and Technology","HEO","Unknown","265","265","33550","33370"
"In post","2022","20-29","Digital, Data and Technology","SEO","Heterosexual / straight","365","365","40480","40210"
"In post","2022","20-29","Digital, Data and Technology","SEO","LGBO","45","45","40810","40520"
"In post","2022","20-29","Digital, Data and Technology","SEO","Undeclared","35","35","40280","40210"
"In post","2022","20-29","Digital, Data and Technology","SEO","Unknown","180","180","40800","40180"
"In post","2022","20-29","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Economics","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Economics","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Economics","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Economics","AO","Heterosexual / straight","50","50","21810","19860"
"In post","2022","20-29","Economics","AO","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Economics","AO","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Economics","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Economics","EO","Heterosexual / straight","60","60","26780","26820"
"In post","2022","20-29","Economics","EO","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Economics","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Economics","EO","Unknown","30","30","[c]","[c]"
"In post","2022","20-29","Economics","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Economics","G6","LGBO","[c]","[c]","[c]","[c]"
