"Status","Year","Parent_department","Region_ITL2","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","AA/AO","Female","35","30","23370","23770"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","EO","Female","35","30","28600","27760"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","G6/G7","Female","45","35","59280","60710"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","G6/G7","Male","35","35","60470","62140"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","SEO/HEO","Female","15","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Bedfordshire and Hertfordshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Female","25","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Female","35","30","59350","60960"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","EO","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","EO","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","AA/AO","Female","15","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","AA/AO","Female","45","40","21880","22200"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","AA/AO","Male","25","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","EO","Female","50","45","26560","25650"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","EO","Male","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","G6/G7","Female","80","70","54600","55610"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","G6/G7","Male","50","45","52100","48830"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","SEO/HEO","Female","30","30","35180","36240"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon","EO","Female","15","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon","EO","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon","G6/G7","Female","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Dorset and Somerset","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Dorset and Somerset","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","AA/AO","Female","25","20","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","EO","Female","25","20","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","EO","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","G6/G7","Female","20","15","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","G6/G7","Male","25","20","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","AA/AO","Female","50","45","21850","22200"
"In post","2022","Attorney General's Departments","East Wales","AA/AO","Male","15","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","EO","Female","45","45","27210","28430"
"In post","2022","Attorney General's Departments","East Wales","EO","Male","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","G6/G7","Female","85","80","53510","54200"
"In post","2022","Attorney General's Departments","East Wales","G6/G7","Male","55","50","55870","55610"
"In post","2022","Attorney General's Departments","East Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","SEO/HEO","Female","30","25","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","AA/AO","Female","15","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","EO","Female","15","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","G6/G7","Female","30","25","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Eastern Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Eastern Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","AA/AO","Female","35","30","23190","23770"
"In post","2022","Attorney General's Departments","Essex","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","EO","Female","35","30","28440","28810"
"In post","2022","Attorney General's Departments","Essex","EO","Male","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","G6/G7","Female","60","55","59140","56040"
"In post","2022","Attorney General's Departments","Essex","G6/G7","Male","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","SEO/HEO","Female","30","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Female","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Male","5","5","[c]","[c]"
