"Status","Year","Disability","Ethnicity","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Asian","Bedfordshire and Hertfordshire","Outside London","75","70","32670","27570"
"In post","2022","Declared disabled","Asian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","60","55","30230","28650"
"In post","2022","Declared disabled","Asian","Cheshire","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Derbyshire and Nottinghamshire","Outside London","90","85","29870","27570"
"In post","2022","Declared disabled","Asian","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","East Anglia","Outside London","35","30","27410","27250"
"In post","2022","Declared disabled","Asian","East Wales","Outside London","30","25","[c]","[c]"
"In post","2022","Declared disabled","Asian","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Eastern Scotland","Outside London","30","30","31440","27230"
"In post","2022","Declared disabled","Asian","Essex","Outside London","20","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","60","55","32800","28000"
"In post","2022","Declared disabled","Asian","Greater Manchester","Outside London","165","155","28880","27570"
"In post","2022","Declared disabled","Asian","Hampshire and Isle of Wight","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Herefordshire, Worcestershire and Warwickshire","Outside London","20","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Inner London - East","London","295","275","35530","31060"
"In post","2022","Declared disabled","Asian","Inner London - West","London","585","565","41550","37610"
"In post","2022","Declared disabled","Asian","Kent","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Lancashire","Outside London","110","100","26580","25970"
"In post","2022","Declared disabled","Asian","Leicestershire, Rutland and Northamptonshire","Outside London","120","105","24970","22200"
"In post","2022","Declared disabled","Asian","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Merseyside","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","North Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northumberland, and Tyne and Wear","Outside London","35","30","28230","26820"
"In post","2022","Declared disabled","Asian","Outer London - East and North East","London","100","90","30130","31060"
"In post","2022","Declared disabled","Asian","Outer London - South","London","170","155","34080","31060"
"In post","2022","Declared disabled","Asian","Outer London - West and North West","London","245","215","31730","30620"
"In post","2022","Declared disabled","Asian","Overseas","Overseas","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Shropshire and Staffordshire","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Asian","South Yorkshire","Outside London","35","35","27260","27570"
"In post","2022","Declared disabled","Asian","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Surrey, East and West Sussex","Outside London","25","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Tees Valley and Durham","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Central Scotland","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Midlands","Outside London","435","405","28290","27570"
"In post","2022","Declared disabled","Asian","West Wales and The Valleys","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Yorkshire","Outside London","195","180","28760","27570"
"In post","2022","Declared disabled","Black","Bedfordshire and Hertfordshire","Outside London","35","35","31890","29290"
"In post","2022","Declared disabled","Black","Berkshire, Buckinghamshire and Oxfordshire","Outside London","35","30","30310","26310"
"In post","2022","Declared disabled","Black","Cheshire","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Derbyshire and Nottinghamshire","Outside London","50","50","28440","27570"
"In post","2022","Declared disabled","Black","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","East Anglia","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Black","East Wales","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Essex","Outside London","30","30","30150","29290"
"In post","2022","Declared disabled","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","45","45","31450","28000"
"In post","2022","Declared disabled","Black","Greater Manchester","Outside London","60","55","30830","27570"
"In post","2022","Declared disabled","Black","Hampshire and Isle of Wight","Outside London","15","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Herefordshire, Worcestershire and Warwickshire","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Inner London - East","London","345","325","32950","31060"
"In post","2022","Declared disabled","Black","Inner London - West","London","570","550","36920","33570"
"In post","2022","Declared disabled","Black","Kent","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Black","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Leicestershire, Rutland and Northamptonshire","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Black","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Merseyside","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","North Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Northumberland, and Tyne and Wear","Outside London","15","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Outer London - East and North East","London","110","100","31870","31060"
"In post","2022","Declared disabled","Black","Outer London - South","London","215","205","33990","31060"
"In post","2022","Declared disabled","Black","Outer London - West and North West","London","110","105","31490","31060"
"In post","2022","Declared disabled","Black","Overseas","Overseas","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Shropshire and Staffordshire","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","South Yorkshire","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Black","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Surrey, East and West Sussex","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Black","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","West Central Scotland","Outside London","10","5","[c]","[c]"
"In post","2022","Declared disabled","Black","West Midlands","Outside London","175","155","28850","27570"
"In post","2022","Declared disabled","Black","West Wales and The Valleys","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","West Yorkshire","Outside London","40","40","28290","26380"
"In post","2022","Declared disabled","Mixed","Bedfordshire and Hertfordshire","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Outside London","35","35","32910","31230"
"In post","2022","Declared disabled","Mixed","Cheshire","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Derbyshire and Nottinghamshire","Outside London","45","45","27950","26820"
