"Status","Year","Disability","Ethnicity","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Asian","Bedfordshire and Hertfordshire","75","70","32670","27570"
"In post","2022","Declared disabled","Asian","Berkshire, Buckinghamshire and Oxfordshire","60","55","30230","28650"
"In post","2022","Declared disabled","Asian","Cheshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Derbyshire and Nottinghamshire","90","85","29870","27570"
"In post","2022","Declared disabled","Asian","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","East Anglia","35","30","27410","27250"
"In post","2022","Declared disabled","Asian","East Wales","30","25","[c]","[c]"
"In post","2022","Declared disabled","Asian","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Eastern Scotland","30","30","31440","27230"
"In post","2022","Declared disabled","Asian","Essex","20","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","60","55","32800","28000"
"In post","2022","Declared disabled","Asian","Greater Manchester","165","155","28880","27570"
"In post","2022","Declared disabled","Asian","Hampshire and Isle of Wight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Herefordshire, Worcestershire and Warwickshire","20","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Inner London - East","295","275","35530","31060"
"In post","2022","Declared disabled","Asian","Inner London - West","585","565","41550","37610"
"In post","2022","Declared disabled","Asian","Kent","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Lancashire","110","100","26580","25970"
"In post","2022","Declared disabled","Asian","Leicestershire, Rutland and Northamptonshire","120","105","24970","22200"
"In post","2022","Declared disabled","Asian","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Merseyside","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","North Yorkshire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
