"Status","Year","Age","Region_ITL1","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","East Midlands (England)","Outside London","AA/AO","45","45","21550","21250"
"In post","2022","16-19","East Midlands (England)","Outside London","EO","5","5","[c]","[c]"
"In post","2022","16-19","East of England","Outside London","AA/AO","40","40","22150","21680"
"In post","2022","16-19","East of England","Outside London","EO","5","5","[c]","[c]"
"In post","2022","16-19","London","London","AA/AO","70","65","24170","24080"
"In post","2022","16-19","London","London","EO","70","70","26630","26970"
"In post","2022","16-19","London","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North East (England)","Outside London","AA/AO","65","60","21190","21250"
"In post","2022","16-19","North East (England)","Outside London","EO","10","10","25370","25600"
"In post","2022","16-19","North East (England)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Outside London","AA/AO","120","115","21240","21250"
"In post","2022","16-19","North West (England)","Outside London","EO","30","30","25900","25480"
"In post","2022","16-19","North West (England)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Outside London","AA/AO","125","120","21470","21250"
"In post","2022","16-19","Scotland","Outside London","EO","15","15","22230","18030"
"In post","2022","16-19","South East (England)","Outside London","AA/AO","90","90","22980","21680"
"In post","2022","16-19","South East (England)","Outside London","EO","20","20","23610","24880"
"In post","2022","16-19","South East (England)","Outside London","Unknown","25","25","19200","19110"
"In post","2022","16-19","South West (England)","Outside London","AA/AO","60","60","20400","21190"
"In post","2022","16-19","South West (England)","Outside London","EO","100","100","19310","19460"
"In post","2022","16-19","South West (England)","Outside London","Unknown","15","15","18160","17140"
"In post","2022","16-19","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Wales","Outside London","AA/AO","125","110","19620","18310"
"In post","2022","16-19","Wales","Outside London","EO","15","15","25920","27080"
"In post","2022","16-19","West Midlands (England)","Outside London","AA/AO","50","50","21290","21260"
"In post","2022","16-19","West Midlands (England)","Outside London","EO","20","20","24330","24830"
"In post","2022","16-19","Yorkshire and The Humber","Outside London","AA/AO","90","85","21290","21250"
"In post","2022","16-19","Yorkshire and The Humber","Outside London","EO","20","20","25840","25570"
"In post","2022","20-29","East Midlands (England)","Outside London","AA/AO","1640","1595","22520","21260"
"In post","2022","20-29","East Midlands (England)","Outside London","EO","970","960","26810","26820"
"In post","2022","20-29","East Midlands (England)","Outside London","G6/G7","45","45","53010","54160"
"In post","2022","20-29","East Midlands (England)","Outside London","SEO/HEO","585","585","33240","33080"
"In post","2022","20-29","East Midlands (England)","Outside London","Unknown","255","250","25230","23170"
"In post","2022","20-29","East of England","Outside London","AA/AO","1410","1385","24460","23140"
"In post","2022","20-29","East of England","Outside London","EO","855","845","27350","27130"
"In post","2022","20-29","East of England","Outside London","G6/G7","20","20","54260","54160"
"In post","2022","20-29","East of England","Outside London","SEO/HEO","405","400","33780","33000"
"In post","2022","20-29","East of England","Outside London","Unknown","350","345","24780","24270"
"In post","2022","20-29","London","London","AA/AO","2355","2315","26180","25110"
"In post","2022","20-29","London","London","EO","5500","5440","29370","28670"
"In post","2022","20-29","London","London","G6/G7","3805","3795","55700","54110"
"In post","2022","20-29","London","London","SCS level","15","15","80110","73200"
"In post","2022","20-29","London","London","SEO/HEO","11845","11805","36220","35050"
"In post","2022","20-29","London","London","Unknown","435","435","28740","27060"
"In post","2022","20-29","North East (England)","Outside London","AA/AO","2045","1980","21830","21260"
"In post","2022","20-29","North East (England)","Outside London","EO","1335","1320","26630","26820"
"In post","2022","20-29","North East (England)","Outside London","G6/G7","95","95","52240","52080"
"In post","2022","20-29","North East (England)","Outside London","SEO/HEO","910","905","33470","33080"
"In post","2022","20-29","North East (England)","Outside London","Unknown","210","210","24780","23170"
"In post","2022","20-29","North West (England)","Outside London","AA/AO","3855","3755","21820","21260"
"In post","2022","20-29","North West (England)","Outside London","EO","3190","3160","26620","26590"
"In post","2022","20-29","North West (England)","Outside London","G6/G7","205","205","53190","53000"
"In post","2022","20-29","North West (England)","Outside London","SEO/HEO","1980","1970","33640","33080"
"In post","2022","20-29","North West (England)","Outside London","Unknown","535","520","25210","23170"
