"Status","Year","Organisation","Region_ITL1","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Accountant in Bankruptcy","Scotland","AA/AO","Female","20","15","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scotland","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scotland","EO","Female","25","20","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scotland","EO","Male","15","15","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scotland","SEO/HEO","Female","25","20","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scotland","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Midlands (England)","AA/AO","Female","15","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Midlands (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Midlands (England)","EO","Female","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Midlands (England)","EO","Male","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Midlands (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Midlands (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Midlands (England)","SEO/HEO","Female","35","30","33440","30990"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Midlands (England)","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East of England","EO","Female","5","5","[c]","[c]"
