"Status","Year","Age","Function_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Analysis","Department for Business, Energy and Industrial Strategy","Female","5","5","[c]","[c]"
"In post","2022","16-19","Analysis","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Analysis","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Analysis","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Analysis","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Analysis","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Analysis","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Analysis","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Analysis","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Analysis","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Analysis","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Analysis","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Analysis","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Analysis","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Analysis","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Analysis","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Analysis","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Analysis","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Analysis","UK Statistics Authority","Female","5","5","[c]","[c]"
"In post","2022","16-19","Analysis","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Analysis","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","HM Revenue and Customs","Male","5","5","[c]","[c]"
"In post","2022","16-19","Communications","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Department for Work and Pensions","Male","5","5","[c]","[c]"
"In post","2022","16-19","Counter Fraud","HM Revenue and Customs","Female","5","5","[c]","[c]"
"In post","2022","16-19","Counter Fraud","HM Revenue and Customs","Male","5","5","[c]","[c]"
"In post","2022","16-19","Debt","Department for Work and Pensions","Female","5","5","[c]","[c]"
"In post","2022","16-19","Debt","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","HM Revenue and Customs","Female","25","25","[c]","[c]"
"In post","2022","16-19","Debt","HM Revenue and Customs","Male","15","15","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","HM Land Registry","Male","5","5","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","HM Revenue and Customs","Male","5","5","[c]","[c]"
"In post","2022","16-19","Finance","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Ministry of Defence","Female","10","10","[c]","[c]"
"In post","2022","16-19","Finance","Ministry of Defence","Male","10","10","[c]","[c]"
"In post","2022","16-19","Finance","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Department for Environment, Food and Rural Affairs","Female","5","5","[c]","[c]"
"In post","2022","16-19","Grants Management","Department for Environment, Food and Rural Affairs","Male","5","5","[c]","[c]"
"In post","2022","16-19","Human Resources","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Internal Audit","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Internal Audit","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Attorney General's Departments","Female","25","25","[c]","[c]"
"In post","2022","16-19","Legal","Attorney General's Departments","Male","10","10","[c]","[c]"
"In post","2022","16-19","Legal","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Business, Energy and Industrial Strategy","Female","5","5","[c]","[c]"
"In post","2022","16-19","No function","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Education","Female","5","5","[c]","[c]"
"In post","2022","16-19","No function","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Environment, Food and Rural Affairs","Female","5","5","[c]","[c]"
"In post","2022","16-19","No function","Department for Environment, Food and Rural Affairs","Male","20","15","[c]","[c]"
"In post","2022","16-19","No function","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Levelling Up, Housing and Communities","Male","5","5","[c]","[c]"
"In post","2022","16-19","No function","Department for Transport","Female","50","40","19820","18310"
"In post","2022","16-19","No function","Department for Transport","Male","40","35","19740","18310"
"In post","2022","16-19","No function","Department for Work and Pensions","Female","70","65","23210","21260"
"In post","2022","16-19","No function","Department for Work and Pensions","Male","50","50","22830","21260"
"In post","2022","16-19","No function","Department of Health and Social Care","Female","10","10","[c]","[c]"
"In post","2022","16-19","No function","Department of Health and Social Care","Male","5","5","[c]","[c]"
"In post","2022","16-19","No function","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Revenue and Customs","Female","50","50","21430","21250"
"In post","2022","16-19","No function","HM Revenue and Customs","Male","65","60","21520","21250"
"In post","2022","16-19","No function","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Defence","Male","20","20","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice","Female","125","125","22970","23140"
"In post","2022","16-19","No function","Ministry of Justice","Male","75","70","22970","23140"
"In post","2022","16-19","No function","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Scottish Government","Female","10","10","[c]","[c]"
"In post","2022","16-19","No function","Scottish Government","Male","15","15","[c]","[c]"
"In post","2022","16-19","No function","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","UK Statistics Authority","Female","5","5","[c]","[c]"
"In post","2022","16-19","No function","UK Statistics Authority","Male","10","10","[c]","[c]"
"In post","2022","16-19","Project Delivery","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Ministry of Defence","Female","15","15","[c]","[c]"
"In post","2022","16-19","Project Delivery","Ministry of Defence","Male","90","90","18270","17540"
"In post","2022","16-19","Property","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Foreign, Commonwealth and Development Office","Male","10","10","[c]","[c]"
"In post","2022","16-19","Property","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","HM Revenue and Customs","Male","15","15","[c]","[c]"
"In post","2022","16-19","Property","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Cabinet Office","Male","5","5","[c]","[c]"
"In post","2022","16-19","Security","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
